Code;Calories from animal protein (FAO (2017));Mean male height (cm)
TLS;86.6;160.4533239
TLS;82.44;160.3765804
TLS;84.24;160.2970779
TLS;76.84;160.2160551
TLS;79.28;160.1335321
TLS;74.4;160.0493328
TLS;70.28;159.963733
TLS;65.08;159.8774595
TLS;68.76;
TLS;70.8;
TLS;69.44;
TLS;70.92;
TLS;73.72;
TLS;76.6;
TLS;81.68;
TLS;72.2;
TLS;58.12;
TLS;59.68;
TLS;59.48;
TLS;62.76;
TLS;67.24;
TLS;67.04;
TLS;68.44;
TLS;70.32;
TLS;71;
TLS;;153.0311192
TLS;;153.178313
TLS;;153.3253988
TLS;;153.4726328
TLS;;153.619756
TLS;;153.767261
TLS;;153.9144621
TLS;;154.0612884
TLS;;154.2074439
TLS;;154.3528735
TLS;;154.4973041
TLS;;154.640838
TLS;;154.7837661
TLS;;154.9264309
TLS;;155.0692868
TLS;;155.2133377
TLS;;155.3586491
TLS;;155.504418
TLS;;155.6506337
TLS;;155.7959743
TLS;;155.939963
TLS;;156.0827452
TLS;;156.2237293
TLS;;156.3612248
TLS;;156.4950942
TLS;;156.62466
TLS;;156.7496295
TLS;;156.87027
TLS;;156.9875997
TLS;;157.1041555
TLS;;157.2211319
TLS;;157.3380604
TLS;;157.456045
TLS;;157.5744132
TLS;;157.6931484
TLS;;157.8121929
TLS;;157.9316986
TLS;;158.0532847
TLS;;158.1778238
TLS;;158.3058642
TLS;;158.4353659
TLS;;158.565136
TLS;;158.6939045
TLS;;158.820367
TLS;;158.9446542
TLS;;159.067043
TLS;;159.1898445
TLS;;159.3151875
TLS;;159.4421103
TLS;;159.5703933
TLS;;159.7000573
TLS;;159.8300905
TLS;;159.9599595
TLS;;160.0887217
TLS;;160.2159496
TLS;;160.339193
TLS;;160.4569943
TLS;;160.5689229
TLS;;160.6736038
TLS;;160.7702905
TLS;;160.8584278
TLS;;160.9385306
TLS;;161.0101577
TLS;;161.0726852
TLS;;161.1266222
TLS;;
TGO;20.16;169.9079551
TGO;20.6;169.9873039
TGO;24.28;170.0578527
TGO;26.12;170.1187676
TGO;27.24;170.1708934
TGO;28.56;170.2149844
TGO;30.04;170.2526273
TGO;26.08;170.2857453
TGO;29.68;170.3157909
TGO;26.56;170.343352
TGO;25;170.3685172
TGO;25.4;170.3908766
TGO;27.36;170.4113071
TGO;27.72;170.4290576
TGO;29.08;170.4424122
TGO;28.04;170.4488533
TGO;26.2;170.4457963
TGO;28.8;170.4314068
TGO;22.96;170.4050702
TGO;25.72;170.3666535
TGO;28.56;170.3166195
TGO;30.24;170.2542093
TGO;27.4;170.1776891
TGO;29.04;170.0875927
TGO;31.52;169.9838236
TGO;31.48;169.8666279
TGO;34.44;169.7365917
TGO;37.32;169.5962775
TGO;35.64;169.4476148
TGO;32.64;169.2928693
TGO;30.12;169.1347655
TGO;28;168.9750274
TGO;26;168.814327
TGO;30.56;168.653062
TGO;28.92;168.4916186
TGO;34.24;
TGO;28.56;
TGO;28.48;
TGO;29.6;
TGO;27.84;
TGO;26.16;
TGO;27.96;
TGO;25.76;
TGO;28.76;
TGO;27.4;
TGO;26.36;
TGO;26.04;
TGO;28.92;
TGO;33.8;
TGO;35.52;
TGO;36.76;
TGO;36.16;
TGO;;162.7865639
TGO;;162.8648032
TGO;;162.943391
TGO;;163.0221218
TGO;;163.100778
TGO;;163.1795301
TGO;;163.2587398
TGO;;163.3383261
TGO;;163.4184494
TGO;;163.4985786
TGO;;163.5788475
TGO;;163.659866
TGO;;163.7420656
TGO;;163.824278
TGO;;163.9076894
TGO;;163.9929446
TGO;;164.0805638
TGO;;164.1704057
TGO;;164.2620121
TGO;;164.355814
TGO;;164.4514853
TGO;;164.5490689
TGO;;164.6483815
TGO;;164.7481117
TGO;;164.8482191
TGO;;164.9482711
TGO;;165.048022
TGO;;165.1477986
TGO;;165.2484688
TGO;;165.3520742
TGO;;165.4599809
TGO;;165.5733609
TGO;;165.6923519
TGO;;165.8162545
TGO;;165.9443635
TGO;;166.0752324
TGO;;166.2081251
TGO;;166.3431714
TGO;;166.4799818
TGO;;166.6191451
TGO;;166.7595464
TGO;;166.9002614
TGO;;167.0404606
TGO;;167.1794337
TGO;;167.316768
TGO;;167.4527927
TGO;;167.5891164
TGO;;167.7268605
TGO;;167.8657088
TGO;;168.0055994
TGO;;168.147221
TGO;;168.2891586
TGO;;168.4309651
TGO;;168.5720666
TGO;;168.7107839
TGO;;168.8455459
TGO;;168.9745199
TGO;;169.0977301
TGO;;169.214895
TGO;;169.3266546
TGO;;169.433673
TGO;;169.5365278
TGO;;169.6355148
TGO;;169.730496
TGO;;169.8215616
TGO;;
TKL;;168.1455309
TKL;;168.1721533
TKL;;168.198854
TKL;;168.2261411
TKL;;168.2544351
TKL;;168.2836852
TKL;;168.3136261
TKL;;168.3443842
TKL;;168.3762553
TKL;;168.4090027
TKL;;168.4430092
TKL;;168.4785351
TKL;;168.5160448
TKL;;168.5551148
TKL;;168.5964993
TKL;;168.6407027
TKL;;168.6880365
TKL;;168.73825
TKL;;168.7911448
TKL;;168.8464385
TKL;;168.9038616
TKL;;168.9633646
TKL;;169.024384
TKL;;169.0852739
TKL;;169.1457552
TKL;;169.2052738
TKL;;169.2623838
TKL;;169.3174369
TKL;;169.3703612
TKL;;169.4229086
TKL;;169.4753594
TKL;;169.5290937
TKL;;169.5842839
TKL;;169.6412271
TKL;;169.6995094
TKL;;169.7583249
TKL;;169.8174193
TKL;;169.8780182
TKL;;169.9412263
TKL;;170.0079885
TKL;;170.0781812
TKL;;170.1525546
TKL;;170.2314602
TKL;;170.3146387
TKL;;170.4026762
TKL;;170.49655
TKL;;170.5981903
TKL;;170.7091726
TKL;;170.8287614
TKL;;170.9571683
TKL;;171.0934772
TKL;;171.2359982
TKL;;171.383827
TKL;;171.5352355
TKL;;171.6896893
TKL;;171.845472
TKL;;172.0014492
TKL;;172.1569296
TKL;;172.3110556
TKL;;172.4638363
TKL;;172.614594
TKL;;172.7642506
TKL;;172.9124163
TKL;;173.0582713
TKL;;173.2015314
TKL;;173.3409266
TKL;;173.4752202
TKL;;173.6028339
TKL;;173.7219728
TKL;;173.8331187
TKL;;173.9374051
TKL;;174.0356741
TKL;;174.1294747
TKL;;174.2205161
TKL;;174.3087621
TKL;;174.3945775
TKL;;174.4781171
TKL;;174.5587613
TKL;;174.6362545
TKL;;174.7099547
TKL;;174.7788909
TKL;;174.8415735
TKL;;174.8976707
TKL;;174.9475617
TKL;;174.9921488
TKL;;175.0323597
TKL;;175.0688732
TKL;;175.1009339
TKL;;175.1291492
TKL;;175.152419
TKL;;175.1710636
TKL;;175.1854314
TKL;;175.196284
TKL;;175.2051873
TKL;;175.2128354
TKL;;175.2195699
TKL;;175.2266271
TKL;;175.2340258
TKL;;175.2414221
TKL;;175.2486906
TKL;;
TON;;170.4114005
TON;;170.4688666
TON;;170.5264487
TON;;170.5842277
TON;;170.6428057
TON;;170.7023975
TON;;170.7627787
TON;;170.8242079
TON;;170.886948
TON;;170.9509293
TON;;171.0161307
TON;;171.0829701
TON;;171.1512872
TON;;171.2213585
TON;;171.2935685
TON;;171.3690566
TON;;171.4477497
TON;;171.5293428
TON;;171.6135349
TON;;171.7001945
TON;;171.7888217
TON;;171.8794796
TON;;171.9714545
TON;;172.0631515
TON;;172.1541719
TON;;172.2435344
TON;;172.330423
TON;;172.414679
TON;;172.4965895
TON;;172.5773645
TON;;172.6577687
TON;;172.7387934
TON;;172.8209526
TON;;172.9045528
TON;;172.9888581
TON;;173.073086
TON;;173.1569435
TON;;173.2421299
TON;;173.3292274
TON;;173.4192616
TON;;173.5124553
TON;;173.6092929
TON;;173.709996
TON;;173.8139619
TON;;173.9221025
TON;;174.0354381
TON;;174.1559191
TON;;174.2850796
TON;;174.4218496
TON;;174.5656811
TON;;174.7156014
TON;;174.8698734
TON;;175.0271385
TON;;175.1852335
TON;;175.3432918
TON;;175.4999897
TON;;175.6538408
TON;;175.8047149
TON;;175.9516833
TON;;176.0949071
TON;;176.2337562
TON;;176.3691485
TON;;176.501189
TON;;176.6287833
TON;;176.7516839
TON;;176.868846
TON;;176.9789834
TON;;177.0797126
TON;;177.1698129
TON;;177.2490051
TON;;177.3183521
TON;;177.378392
TON;;177.430974
TON;;177.4775739
TON;;177.5186219
TON;;177.5545868
TON;;177.5855361
TON;;177.6116063
TON;;177.6323283
TON;;177.647339
TON;;177.6558173
TON;;177.6570333
TON;;177.6506031
TON;;177.6369205
TON;;177.6173285
TON;;177.5925029
TON;;177.5630819
TON;;177.5284118
TON;;177.4885925
TON;;177.4428595
TON;;177.3919072
TON;;177.3360664
TON;;177.2761329
TON;;177.2138699
TON;;177.149342
TON;;177.0840716
TON;;177.0186765
TON;;176.9532279
TON;;176.8878227
TON;;176.8225961
TON;;
OWID_TRS;;
TTO;89.04;173.2035896
TTO;90.92;173.2691637
TTO;94.44;173.3301885
TTO;101.48;173.3850811
TTO;96.36;173.4336489
TTO;99.88;173.4759888
TTO;100;173.5133248
TTO;97.32;173.5463719
TTO;106.24;173.5777221
TTO;109.56;173.6085211
TTO;109.84;173.6384864
TTO;110.52;173.6675252
TTO;103.6;173.6949163
TTO;110.44;173.7191832
TTO;120.04;173.7401137
TTO;126.32;173.7558621
TTO;135.12;173.7654022
TTO;149;173.7691487
TTO;125.84;173.7678385
TTO;150.56;173.7630995
TTO;146.92;173.7564638
TTO;161.16;173.7488073
TTO;166.56;173.7400125
TTO;165.92;173.731072
TTO;163.56;173.721828
TTO;156.24;173.7134531
TTO;135.92;173.7067401
TTO;107.28;173.7018056
TTO;101.52;173.6991215
TTO;97.44;173.6994495
TTO;105.88;173.7026848
TTO;99.68;173.7082643
TTO;95.32;173.7150949
TTO;96.36;173.721857
TTO;100.6;173.7285173
TTO;89.36;
TTO;103.24;
TTO;103.84;
TTO;113.64;
TTO;122.92;
TTO;138.44;
TTO;135.68;
TTO;144.32;
TTO;143.48;
TTO;145.96;
TTO;145.12;
TTO;139.92;
TTO;149.88;
TTO;156.08;
TTO;158.36;
TTO;166.32;
TTO;172.44;
TTO;;163.9000569
TTO;;164.0753831
TTO;;164.2509637
TTO;;164.4266211
TTO;;164.6020084
TTO;;164.7774587
TTO;;164.9527998
TTO;;165.1283373
TTO;;165.3037093
TTO;;165.4789818
TTO;;165.6539204
TTO;;165.8292386
TTO;;166.005576
TTO;;166.1824223
TTO;;166.360302
TTO;;166.5399961
TTO;;166.7217438
TTO;;166.9052639
TTO;;167.0903293
TTO;;167.2771307
TTO;;167.4652107
TTO;;167.6545166
TTO;;167.8448795
TTO;;168.0350549
TTO;;168.2243998
TTO;;168.4123413
TTO;;168.5969145
TTO;;168.7775263
TTO;;168.9544581
TTO;;169.1287511
TTO;;169.3006764
TTO;;169.4710748
TTO;;169.6393551
TTO;;169.8051884
TTO;;169.9672339
TTO;;170.1243584
TTO;;170.2754744
TTO;;170.4215561
TTO;;170.5629615
TTO;;170.7004756
TTO;;170.8344034
TTO;;170.9643404
TTO;;171.0898006
TTO;;171.2104528
TTO;;171.3266626
TTO;;171.4394726
TTO;;171.5505048
TTO;;171.6608912
TTO;;171.7707704
TTO;;171.8798758
TTO;;171.987882
TTO;;172.0939712
TTO;;172.1974965
TTO;;172.2982581
TTO;;172.3951203
TTO;;172.4867161
TTO;;172.5722305
TTO;;172.6519589
TTO;;172.7271007
TTO;;172.798591
TTO;;172.8669668
TTO;;172.9343014
TTO;;173.0014887
TTO;;173.0686267
TTO;;173.1361926
TTO;;
TUN;44.48;171.1553641
TUN;42.88;171.2835989
TUN;41.76;171.4114847
TUN;42.28;171.5373137
TUN;46.28;171.6627419
TUN;48.4;171.7897886
TUN;49.52;171.9196201
TUN;48.36;172.0522656
TUN;48.44;172.1887431
TUN;43.32;172.3281522
TUN;46.28;172.4691219
TUN;48.12;172.6103077
TUN;52.48;172.7505184
TUN;58.2;172.8885269
TUN;61.8;173.0213092
TUN;68.2;173.1469159
TUN;72.6;173.2608077
TUN;65.76;173.3623045
TUN;64.24;173.4520096
TUN;66.76;173.5310838
TUN;67.96;173.6012947
TUN;70.24;173.6631828
TUN;72.08;173.7161668
TUN;73.36;173.7604376
TUN;77.36;173.7958063
TUN;81.2;173.8228967
TUN;79.4;173.8432217
TUN;82.6;173.8589028
TUN;80.08;173.8722785
TUN;74.04;173.8838518
TUN;73.2;173.8952008
TUN;80.36;173.9069261
TUN;77.76;173.9188685
TUN;78.56;173.9300271
TUN;80.4;173.9409462
TUN;85.12;
TUN;87.04;
TUN;93.52;
TUN;97.88;
TUN;98.88;
TUN;99.04;
TUN;96.44;
TUN;98.04;
TUN;97;
TUN;97.88;
TUN;101.44;
TUN;103.4;
TUN;102.8;
TUN;105.72;
TUN;102.64;
TUN;112.32;
TUN;113.48;
TUN;;164.0707253
TUN;;164.1683567
TUN;;164.2660937
TUN;;164.3642166
TUN;;164.4622781
TUN;;164.560716
TUN;;164.6592495
TUN;;164.7579636
TUN;;164.8566861
TUN;;164.9556964
TUN;;165.0546114
TUN;;165.1539274
TUN;;165.2541279
TUN;;165.3546012
TUN;;165.4564903
TUN;;165.5606253
TUN;;165.6677796
TUN;;165.777674
TUN;;165.8895639
TUN;;166.0039574
TUN;;166.121074
TUN;;166.2413182
TUN;;166.365714
TUN;;166.4921424
TUN;;166.6196766
TUN;;166.7469656
TUN;;166.8719796
TUN;;166.9941055
TUN;;167.112321
TUN;;167.2276458
TUN;;167.3403306
TUN;;167.4516844
TUN;;167.5620482
TUN;;167.6714843
TUN;;167.7801759
TUN;;167.8878118
TUN;;167.9940858
TUN;;168.0995427
TUN;;168.2044164
TUN;;168.3093499
TUN;;168.4137979
TUN;;168.5175292
TUN;;168.6207983
TUN;;168.7237903
TUN;;168.8271714
TUN;;168.931417
TUN;;169.0370664
TUN;;169.1453422
TUN;;169.2555709
TUN;;169.3673018
TUN;;169.4798844
TUN;;169.5916943
TUN;;169.7023772
TUN;;169.8113007
TUN;;169.9185462
TUN;;170.0242021
TUN;;170.1281656
TUN;;170.2324868
TUN;;170.338562
TUN;;170.4460585
TUN;;170.5553208
TUN;;170.6677671
TUN;;170.7845928
TUN;;170.9047528
TUN;;171.0285874
TUN;;
TUR;103.48;171.25874
TUR;102.36;171.3802901
TUR;102.96;171.5009768
TUR;100.84;171.6198724
TUR;99.72;171.7392163
TUR;101.56;171.8621647
TUR;103.2;171.9897087
TUR;100.32;172.1217511
TUR;102.36;172.2595436
TUR;100.12;172.4020016
TUR;99.88;172.5474646
TUR;99.56;172.6940222
TUR;99.4;172.8401913
TUR;100.08;172.9844231
TUR;102.48;173.123613
TUR;102.68;173.2545748
TUR;105.12;173.3739962
TUR;106.56;173.4803293
TUR;106.36;173.5741202
TUR;107.72;173.6567633
TUR;111;173.7303064
TUR;105.6;173.7957284
TUR;99.24;173.85287
TUR;109.52;173.9019642
TUR;113.6;173.9435019
TUR;117.44;173.9779912
TUR;110.44;174.006805
TUR;110.92;174.0319886
TUR;106.44;174.0556803
TUR;106.64;174.0778673
TUR;106.48;174.1000276
TUR;107.64;174.1227605
TUR;108.92;174.1452615
TUR;109.32;174.1668919
TUR;112.44;174.188318
TUR;108.32;
TUR;108.68;
TUR;108.44;
TUR;106.92;
TUR;98.52;
TUR;93.76;
TUR;105.4;
TUR;106.52;
TUR;106.64;
TUR;110.4;
TUR;115.84;
TUR;110.64;
TUR;112.48;
TUR;122.2;
TUR;129.56;
TUR;141.72;
TUR;145.24;
TUR;;160.3220675
TUR;;160.5041795
TUR;;160.6866008
TUR;;160.8694855
TUR;;161.0523062
TUR;;161.2351454
TUR;;161.4181997
TUR;;161.6018185
TUR;;161.7854489
TUR;;161.9696545
TUR;;162.1541614
TUR;;162.338987
TUR;;162.5250795
TUR;;162.712629
TUR;;162.9026044
TUR;;163.0956025
TUR;;163.2926356
TUR;;163.4937646
TUR;;163.6986461
TUR;;163.9078499
TUR;;164.1213906
TUR;;164.3393148
TUR;;164.5622715
TUR;;164.7881899
TUR;;165.0152973
TUR;;165.2420062
TUR;;165.4657632
TUR;;165.6852839
TUR;;165.8984736
TUR;;166.1058671
TUR;;166.3064713
TUR;;166.5019672
TUR;;166.6924419
TUR;;166.8780808
TUR;;167.0590993
TUR;;167.2349825
TUR;;167.4051783
TUR;;167.5708865
TUR;;167.7325335
TUR;;167.8910366
TUR;;168.0457918
TUR;;168.1969607
TUR;;168.3446272
TUR;;168.4893719
TUR;;168.6316272
TUR;;168.7721953
TUR;;168.9118637
TUR;;169.0517481
TUR;;169.1911316
TUR;;169.3291868
TUR;;169.4655274
TUR;;169.598075
TUR;;169.7274946
TUR;;169.8528974
TUR;;169.9745524
TUR;;170.0927903
TUR;;170.2076078
TUR;;170.3215571
TUR;;170.4355751
TUR;;170.5494544
TUR;;170.6638592
TUR;;170.7796496
TUR;;170.8975012
TUR;;171.0165252
TUR;;171.1370453
TUR;;
TKM;145.64;171.5793162
TKM;152.68;171.6750102
TKM;160.6;171.7659249
TKM;149.52;171.8509446
TKM;152.88;171.930285
TKM;158.96;172.0055316
TKM;170.2;172.077236
TKM;175.96;172.1460405
TKM;180.28;172.213675
TKM;185.24;172.280484
TKM;186.76;172.3453725
TKM;191.2;172.4076078
TKM;190.76;172.4666311
TKM;203.8;172.5211521
TKM;210.64;172.5694889
TKM;203.68;172.6094033
TKM;200.84;172.6383059
TKM;205.6;172.6556458
TKM;207.28;172.6625141
TKM;204.16;172.6600556
TKM;204.48;172.6502773
TKM;202.96;172.6337631
TKM;205.44;172.6104028
TKM;212.12;172.5813581
TKM;216.76;172.54575
TKM;220.48;172.5042217
TKM;221.6;172.4575249
TKM;223.64;172.407244
TKM;226.44;172.3546909
TKM;225.48;172.3002587
TKM;201.48;172.2452629
TKM;114.16;172.1904377
TKM;110.92;172.1354057
TKM;106.76;172.0799543
TKM;109.48;172.0247275
TKM;98;
TKM;99.76;
TKM;103.28;
TKM;110.96;
TKM;116.68;
TKM;128.04;
TKM;134.56;
TKM;137.24;
TKM;138.56;
TKM;134.68;
TKM;158.04;
TKM;156.36;
TKM;156.96;
TKM;155.28;
TKM;154.88;
TKM;154.16;
TKM;151.8;
TKM;;161.6995576
TKM;;161.8655368
TKM;;162.0319203
TKM;;162.198196
TKM;;162.3649445
TKM;;162.5319809
TKM;;162.6993018
TKM;;162.8668604
TKM;;163.0343781
TKM;;163.2015084
TKM;;163.3686494
TKM;;163.5359575
TKM;;163.7042173
TKM;;163.8728794
TKM;;164.0429879
TKM;;164.2150166
TKM;;164.3893422
TKM;;164.5658472
TKM;;164.743707
TKM;;164.9235892
TKM;;165.1052717
TKM;;165.2889751
TKM;;165.4746007
TKM;;165.6604457
TKM;;165.8456695
TKM;;166.0291866
TKM;;166.2097674
TKM;;166.3871156
TKM;;166.5604616
TKM;;166.7311433
TKM;;166.8991612
TKM;;167.0661459
TKM;;167.232176
TKM;;167.3975307
TKM;;167.5616491
TKM;;167.7233518
TKM;;167.8821791
TKM;;168.0384495
TKM;;168.1931349
TKM;;168.3461532
TKM;;168.4968498
TKM;;168.6447289
TKM;;168.7896147
TKM;;168.9318477
TKM;;169.0712327
TKM;;169.2078363
TKM;;169.3433757
TKM;;169.4791112
TKM;;169.6140075
TKM;;169.7483216
TKM;;169.8822226
TKM;;170.0139633
TKM;;170.1443414
TKM;;170.2722322
TKM;;170.3971383
TKM;;170.5183748
TKM;;170.635501
TKM;;170.7497519
TKM;;170.8610249
TKM;;170.9692475
TKM;;171.0746499
TKM;;171.1779613
TKM;;171.2799085
TKM;;171.3805432
TKM;;171.4805966
TKM;;
TCA;;
OWID_TUS;;
TUV;;165.3558375
TUV;;165.40271
TUV;;165.4497334
TUV;;165.497453
TUV;;165.545626
TUV;;165.5943674
TUV;;165.644025
TUV;;165.6946853
TUV;;165.7465612
TUV;;165.7997826
TUV;;165.8538418
TUV;;165.9090304
TUV;;165.9658366
TUV;;166.0238963
TUV;;166.084083
TUV;;166.1468459
TUV;;166.2122203
TUV;;166.2801846
TUV;;166.3498099
TUV;;166.4209415
TUV;;166.4931058
TUV;;166.5658925
TUV;;166.6392082
TUV;;166.7108663
TUV;;166.7803696
TUV;;166.8470603
TUV;;166.9094198
TUV;;166.9678029
TUV;;167.0217231
TUV;;167.0725424
TUV;;167.1212878
TUV;;167.1685166
TUV;;167.2148204
TUV;;167.2604417
TUV;;167.3045077
TUV;;167.3462856
TUV;;167.3854749
TUV;;167.4237065
TUV;;167.461959
TUV;;167.5013479
TUV;;167.5418525
TUV;;167.5839386
TUV;;167.6281526
TUV;;167.674434
TUV;;167.7237745
TUV;;167.7773919
TUV;;167.836966
TUV;;167.9043187
TUV;;167.978616
TUV;;168.0594988
TUV;;168.1467875
TUV;;168.2390095
TUV;;168.3351504
TUV;;168.4334918
TUV;;168.5332961
TUV;;168.6329315
TUV;;168.7313363
TUV;;168.8286709
TUV;;168.9238897
TUV;;169.0174063
TUV;;169.1089835
TUV;;169.1998475
TUV;;169.290096
TUV;;169.3788443
TUV;;169.465655
TUV;;169.5497895
TUV;;169.6297686
TUV;;169.7040188
TUV;;169.7704477
TUV;;169.8291207
TUV;;169.8811484
TUV;;169.9277111
TUV;;169.970077
TUV;;170.0098256
TUV;;170.046943
TUV;;170.0812722
TUV;;170.1132166
TUV;;170.142302
TUV;;170.1677206
TUV;;170.1893411
TUV;;170.2057759
TUV;;170.2165178
TUV;;170.2209249
TUV;;170.2193725
TUV;;170.2130308
TUV;;170.2025756
TUV;;170.1884409
TUV;;170.1699903
TUV;;170.1471639
TUV;;170.1190369
TUV;;170.0859639
TUV;;170.0484188
TUV;;170.0068299
TUV;;169.9629675
TUV;;169.9171577
TUV;;169.8706926
TUV;;169.8244136
TUV;;169.7781445
TUV;;169.731976
TUV;;169.6861384
TUV;;
OWID_SIC;;
OWID_USS;145.64;
OWID_USS;152.68;
OWID_USS;160.6;
OWID_USS;149.52;
OWID_USS;152.88;
OWID_USS;158.96;
OWID_USS;170.2;
OWID_USS;175.96;
OWID_USS;180.28;
OWID_USS;185.24;
OWID_USS;186.76;
OWID_USS;191.2;
OWID_USS;190.76;
OWID_USS;203.8;
OWID_USS;210.64;
OWID_USS;203.68;
OWID_USS;200.84;
OWID_USS;205.6;
OWID_USS;207.28;
OWID_USS;204.16;
OWID_USS;204.48;
OWID_USS;202.96;
OWID_USS;205.44;
OWID_USS;212.12;
OWID_USS;216.76;
OWID_USS;220.48;
OWID_USS;221.6;
OWID_USS;223.64;
OWID_USS;226.44;
OWID_USS;225.48;
OWID_USS;201.48;
OWID_USS;;
UGA;44.96;169.5550196
UGA;43.32;169.5561064
UGA;43.6;169.5472254
UGA;42.48;169.5269033
UGA;42.6;169.4963974
UGA;42.64;169.4565603
UGA;44.56;169.4082599
UGA;44.2;169.354164
UGA;47.08;169.2970481
UGA;48.04;169.2373789
UGA;48.88;169.1760084
UGA;50.96;169.113587
UGA;51.84;169.0510134
UGA;51.16;168.9873427
UGA;52.52;168.9211676
UGA;47.48;168.8496908
UGA;55;168.7709158
UGA;57.04;168.6834429
UGA;51.24;168.5872526
UGA;46.8;168.4825141
UGA;46.2;168.368946
UGA;45.44;168.2462208
UGA;44.92;168.11195
UGA;47.56;167.9663274
UGA;42.4;167.8082651
UGA;40.76;167.6376964
UGA;39.2;167.4553325
UGA;40.24;167.2635015
UGA;41.48;167.0652299
UGA;45.44;166.8617849
UGA;42.4;166.6559248
UGA;44.8;166.4492645
UGA;41.28;166.2427471
UGA;38.84;166.0363493
UGA;37.12;165.8306016
UGA;36.4;
UGA;35.96;
UGA;36.44;
UGA;35.08;
UGA;35;
UGA;36.92;
UGA;41.04;
UGA;46.16;
UGA;48.6;
UGA;47.96;
UGA;51.84;
UGA;49.96;
UGA;51.4;
UGA;51.64;
UGA;51.64;
UGA;50.08;
UGA;49.56;
UGA;;162.1782606
UGA;;162.3073712
UGA;;162.4364664
UGA;;162.565464
UGA;;162.6945097
UGA;;162.8238295
UGA;;162.9537009
UGA;;163.0834746
UGA;;163.2132571
UGA;;163.3429075
UGA;;163.4726164
UGA;;163.6027045
UGA;;163.733236
UGA;;163.8640618
UGA;;163.9950272
UGA;;164.1276069
UGA;;164.2619003
UGA;;164.3979607
UGA;;164.5353395
UGA;;164.6740462
UGA;;164.8135635
UGA;;164.9537788
UGA;;165.0946737
UGA;;165.2348755
UGA;;165.3742315
UGA;;165.5116525
UGA;;165.6467259
UGA;;165.7796702
UGA;;165.9113869
UGA;;166.0437036
UGA;;166.1780786
UGA;;166.3159761
UGA;;166.4572258
UGA;;166.6010416
UGA;;166.7469276
UGA;;166.8931229
UGA;;167.038101
UGA;;167.1824845
UGA;;167.3256924
UGA;;167.4672789
UGA;;167.6061971
UGA;;167.7419734
UGA;;167.8733127
UGA;;167.9994903
UGA;;168.1205156
UGA;;168.2371302
UGA;;168.3500822
UGA;;168.4603086
UGA;;168.5675188
UGA;;168.6712227
UGA;;168.7715087
UGA;;168.8674549
UGA;;168.959081
UGA;;169.0455729
UGA;;169.1261304
UGA;;169.199749
UGA;;169.2653698
UGA;;169.3234565
UGA;;169.3738083
UGA;;169.4166588
UGA;;169.4526838
UGA;;169.4832567
UGA;;169.509059
UGA;;169.5297834
UGA;;169.5456891
UGA;;
UKR;145.64;176.3010277
UKR;152.68;176.4701943
UKR;160.6;176.630295
UKR;149.52;176.7790725
UKR;152.88;176.9163909
UKR;158.96;177.0428449
UKR;170.2;177.1583954
UKR;175.96;177.2634895
UKR;180.28;177.3599905
UKR;185.24;177.4479496
UKR;186.76;177.5275694
UKR;191.2;177.598183
UKR;190.76;177.6610748
UKR;203.8;177.7165205
UKR;210.64;177.765479
UKR;203.68;177.8079591
UKR;200.84;177.8444554
UKR;205.6;177.8758751
UKR;207.28;177.9029518
UKR;204.16;177.9280234
UKR;204.48;177.9535782
UKR;202.96;177.98028
UKR;205.44;178.008537
UKR;212.12;178.0387531
UKR;216.76;178.0691626
UKR;220.48;178.0998655
UKR;221.6;178.1310228
UKR;223.64;178.1623041
UKR;226.44;178.1945134
UKR;225.48;178.2278731
UKR;201.48;178.2637244
UKR;165.48;178.3010426
UKR;141.52;178.3393315
UKR;144.68;178.3781571
UKR;148.04;178.4175109
UKR;134.6;
UKR;140.08;
UKR;135.28;
UKR;133;
UKR;130.76;
UKR;141.76;
UKR;144.48;
UKR;157.36;
UKR;161.08;
UKR;167.56;
UKR;170.28;
UKR;180.2;
UKR;170.4;
UKR;167.72;
UKR;167.56;
UKR;171.44;
UKR;172.6;
UKR;;167.700993
UKR;;167.7937568
UKR;;167.8866013
UKR;;167.9797968
UKR;;168.0730086
UKR;;168.1658298
UKR;;168.2589761
UKR;;168.3521258
UKR;;168.4452712
UKR;;168.5383745
UKR;;168.6307056
UKR;;168.7232736
UKR;;168.8160776
UKR;;168.9097396
UKR;;169.0043006
UKR;;169.1005572
UKR;;169.198693
UKR;;169.298576
UKR;;169.3996553
UKR;;169.501793
UKR;;169.6052235
UKR;;169.7095027
UKR;;169.8136865
UKR;;169.9166778
UKR;;170.0164742
UKR;;170.1124493
UKR;;170.2043481
UKR;;170.2929431
UKR;;170.3788013
UKR;;170.465676
UKR;;170.5557727
UKR;;170.6518846
UKR;;170.7549925
UKR;;170.8661014
UKR;;170.9851304
UKR;;171.1114347
UKR;;171.2436899
UKR;;171.3828014
UKR;;171.528276
UKR;;171.6802357
UKR;;171.8370949
UKR;;171.9970748
UKR;;172.1591613
UKR;;172.323371
UKR;;172.4896053
UKR;;172.6582802
UKR;;172.8309709
UKR;;173.0077375
UKR;;173.1877212
UKR;;173.3703917
UKR;;173.5562217
UKR;;173.7433964
UKR;;173.9317876
UKR;;174.119993
UKR;;174.3075076
UKR;;174.4934508
UKR;;174.6773686
UKR;;174.8607716
UKR;;175.0429626
UKR;;175.2244019
